time,stage,Lot,runnum,recipe,recipe_step,ACTUALROTATIONANGLE,ACTUALSTEPDURATION,ETCHBEAMCURRENT,ETCHGASCHANNEL1READBACK,ETCHPBNGASREADBACK,ETCHSOURCEUSAGE,FIXTURETILTANGLE,FLOWCOOLFLOWRATE,FLOWCOOLPRESSURE,IONGAUGEPRESSURE,TTF_FlowCool Pressure Dropped Below Limit,fault_x,fault_labeling_x,TTF_Flowcool Pressure Too High Check Flowcool Pump,fault_y,fault_labeling_y,TTF_Flowcool leak,fault,fault_labeling
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219434,0,0,2591838,0,0,8222916,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219430,0,0,2591834,0,0,8222912,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219426,0,0,2591830,0,0,8222908,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219422,0,0,2591826,0,0,8222904,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219418,0,0,2591822,0,0,8222900,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219414,0,0,2591818,0,0,8222896,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219410,0,0,2591814,0,0,8222892,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219406,0,0,2591810,0,0,8222888,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219402,0,0,2591806,0,0,8222884,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219398,0,0,2591802,0,0,8222880,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219394,0,0,2591798,0,0,8222876,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219390,0,0,2591794,0,0,8222872,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219386,0,0,2591790,0,0,8222868,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219382,0,0,2591786,0,0,8222864,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219378,0,0,2591782,0,0,8222860,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219374,0,0,2591778,0,0,8222856,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219370,0,0,2591774,0,0,8222852,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219366,0,0,2591770,0,0,8222848,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219362,0,0,2591766,0,0,8222844,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219358,0,0,2591762,0,0,8222840,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219354,0,0,2591758,0,0,8222836,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219350,0,0,2591754,0,0,8222832,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219346,0,0,2591750,0,0,8222828,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219342,0,0,2591746,0,0,8222824,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219338,0,0,2591742,0,0,8222820,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219334,0,0,2591738,0,0,8222816,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219330,0,0,2591734,0,0,8222812,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219326,0,0,2591730,0,0,8222808,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219322,0,0,2591726,0,0,8222804,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219318,0,0,2591722,0,0,8222800,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219314,0,0,2591718,0,0,8222796,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219310,0,0,2591714,0,0,8222792,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219306,0,0,2591710,0,0,8222788,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219302,0,0,2591706,0,0,8222784,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219298,0,0,2591702,0,0,8222780,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219294,0,0,2591698,0,0,8222776,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219290,0,0,2591694,0,0,8222772,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219286,0,0,2591690,0,0,8222768,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219282,0,0,2591686,0,0,8222764,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219278,0,0,2591682,0,0,8222760,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219274,0,0,2591678,0,0,8222756,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219270,0,0,2591674,0,0,8222752,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219266,0,0,2591670,0,0,8222748,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219262,0,0,2591666,0,0,8222744,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219258,0,0,2591662,0,0,8222740,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219254,0,0,2591658,0,0,8222736,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219250,0,0,2591654,0,0,8222732,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219246,0,0,2591650,0,0,8222728,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219242,0,0,2591646,0,0,8222724,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219238,0,0,2591642,0,0,8222720,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219234,0,0,2591638,0,0,8222716,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219230,0,0,2591634,0,0,8222712,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219226,0,0,2591630,0,0,8222708,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219222,0,0,2591626,0,0,8222704,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219218,0,0,2591622,0,0,8222700,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219214,0,0,2591618,0,0,8222696,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219210,0,0,2591614,0,0,8222692,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219206,0,0,2591610,0,0,8222688,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219202,0,0,2591606,0,0,8222684,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219198,0,0,2591602,0,0,8222680,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219194,0,0,2591598,0,0,8222676,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219190,0,0,2591594,0,0,8222672,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219186,0,0,2591590,0,0,8222668,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219182,0,0,2591586,0,0,8222664,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219178,0,0,2591582,0,0,8222660,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219174,0,0,2591578,0,0,8222656,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219170,0,0,2591574,0,0,8222652,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219166,0,0,2591570,0,0,8222648,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219162,0,0,2591566,0,0,8222644,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219158,0,0,2591562,0,0,8222640,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219154,0,0,2591558,0,0,8222636,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219150,0,0,2591554,0,0,8222632,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219146,0,0,2591550,0,0,8222628,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219142,0,0,2591546,0,0,8222624,0,0
9838442,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.959083799,-0.055041892,0.356221919,-1.292238412,-0.200726709,0.574071503,0.263508534,0.001917499,8219138,0,0,2591542,0,0,8222620,0,0
